"id","image_id","name","username","userlevel","comment","datdeb","datfin","name_fr","type","value"
225275,52046,"vlcsnap-2023-05-14-15h58m57s827.jpg","juliabraga",0,"","2024-04-29 08:03:15","2024-04-29 08:03:51","Amphipode","rectangle","{""pos1X"":2245,""pos1Y"":1750,""pos2X"":2357,""pos2Y"":1847}"
225275,52046,"vlcsnap-2023-05-14-15h58m57s827.jpg","juliabraga",0,"","2024-04-29 08:03:15","2024-04-29 08:03:51","Crevette","rectangle","{""pos1X"":1852,""pos1Y"":1221,""pos2X"":2256,""pos2Y"":1407}"
225275,52046,"vlcsnap-2023-05-14-15h58m57s827.jpg","juliabraga",0,"","2024-04-29 08:03:15","2024-04-29 08:03:51","Crinoide","rectangle","{""pos1X"":1806,""pos1Y"":158,""pos2X"":2075,""pos2Y"":0}"
225276,52002,"vlcsnap-2023-04-22-00h36m53s479.jpg","juliabraga",0,"","2024-04-29 08:03:42","2024-04-29 08:04:09","Concombre de mer","rectangle","{""pos1X"":1293,""pos1Y"":1883,""pos2X"":1421,""pos2Y"":1958}"
225276,52002,"vlcsnap-2023-04-22-00h36m53s479.jpg","juliabraga",0,"","2024-04-29 08:03:42","2024-04-29 08:04:09","Crevette","rectangle","{""pos1X"":1200,""pos1Y"":1386,""pos2X"":1456,""pos2Y"":1471}"
225277,52040,"vlcsnap-2023-05-13-22h52m17s006.jpg","juliabraga",0,"","2024-04-29 08:04:06","2024-04-29 08:04:30","Concombre de mer","rectangle","{""pos1X"":2001,""pos1Y"":1123,""pos2X"":2340,""pos2Y"":1467}"
225277,52040,"vlcsnap-2023-05-13-22h52m17s006.jpg","juliabraga",0,"","2024-04-29 08:04:06","2024-04-29 08:04:30","Posidonie","rectangle","{""pos1X"":952,""pos1Y"":1054,""pos2X"":1811,""pos2Y"":1476}"
225278,52027,"vlcsnap-2023-05-11-19h21m05s702.jpg","juliabraga",0,"","2024-04-29 08:04:44","2024-04-29 08:05:54","Posidonie","rectangle","{""pos1X"":1638,""pos1Y"":1065,""pos2X"":2003,""pos2Y"":1282}"
225279,52015,"vlcsnap-2023-05-09-00h31m47s397.jpg","juliabraga",0,"","2024-04-29 08:05:34","2024-04-29 08:06:24","Concombre de mer","rectangle","{""pos1X"":3661,""pos1Y"":1340,""pos2X"":3840,""pos2Y"":1470}"
225279,52015,"vlcsnap-2023-05-09-00h31m47s397.jpg","juliabraga",0,"","2024-04-29 08:05:34","2024-04-29 08:06:24","Crinoide","rectangle","{""pos1X"":3097,""pos1Y"":1256,""pos2X"":3364,""pos2Y"":1437}"
225279,52015,"vlcsnap-2023-05-09-00h31m47s397.jpg","juliabraga",0,"","2024-04-29 08:05:34","2024-04-29 08:06:24","Posidonie","rectangle","{""pos1X"":139,""pos1Y"":1707,""pos2X"":553,""pos2Y"":1855}"
225279,52015,"vlcsnap-2023-05-09-00h31m47s397.jpg","juliabraga",0,"","2024-04-29 08:05:34","2024-04-29 08:06:24","Posidonie","rectangle","{""pos1X"":2324,""pos1Y"":583,""pos2X"":2582,""pos2Y"":664}"
225279,52015,"vlcsnap-2023-05-09-00h31m47s397.jpg","juliabraga",0,"","2024-04-29 08:05:34","2024-04-29 08:06:24","Posidonie","rectangle","{""pos1X"":634,""pos1Y"":569,""pos2X"":820,""pos2Y"":618}"
225280,52035,"vlcsnap-2023-05-13-00h15m39s243.jpg","juliabraga",0,"","2024-04-29 08:05:48","2024-04-29 08:06:02","Concombre de mer","rectangle","{""pos1X"":1300,""pos1Y"":1843,""pos2X"":1365,""pos2Y"":1917}"
225281,52074,"vlcsnap-2023-05-22-22h39m13s485.jpg","juliabraga",0,"","2024-04-29 08:06:24","2024-04-29 08:06:59","Concombre de mer","rectangle","{""pos1X"":1221,""pos1Y"":1811,""pos2X"":1365,""pos2Y"":1908}"
225281,52074,"vlcsnap-2023-05-22-22h39m13s485.jpg","juliabraga",0,"","2024-04-29 08:06:24","2024-04-29 08:06:59","Poisson 3","rectangle","{""pos1X"":1527,""pos1Y"":1142,""pos2X"":1973,""pos2Y"":1351}"
225282,51966,"XNP-6040H 20230510 170457.jpg","juliabraga",0,"","2024-04-29 08:06:46","2024-04-29 08:07:07","Amphipode","rectangle","{""pos1X"":258,""pos1Y"":520,""pos2X"":457,""pos2Y"":395}"
225282,51966,"XNP-6040H 20230510 170457.jpg","juliabraga",0,"","2024-04-29 08:06:46","2024-04-29 08:07:07","Posidonie","rectangle","{""pos1X"":1340,""pos1Y"":448,""pos2X"":1484,""pos2Y"":506}"
225282,51966,"XNP-6040H 20230510 170457.jpg","juliabraga",0,"","2024-04-29 08:06:46","2024-04-29 08:07:07","Posidonie","rectangle","{""pos1X"":871,""pos1Y"":441,""pos2X"":1019,""pos2Y"":497}"
225283,52068,"vlcsnap-2023-05-21-20h18m47s722.jpg","juliabraga",0,"","2024-04-29 08:07:18","2024-04-29 08:07:49","Concombre de mer","rectangle","{""pos1X"":3395,""pos1Y"":1610,""pos2X"":3504,""pos2Y"":1686}"
225283,52068,"vlcsnap-2023-05-21-20h18m47s722.jpg","juliabraga",0,"","2024-04-29 08:07:18","2024-04-29 08:07:49","Concombre de mer","rectangle","{""pos1X"":813,""pos1Y"":691,""pos2X"":856,""pos2Y"":749}"
225283,52068,"vlcsnap-2023-05-21-20h18m47s722.jpg","juliabraga",0,"","2024-04-29 08:07:18","2024-04-29 08:07:49","Poisson 4","rectangle","{""pos1X"":1612,""pos1Y"":957,""pos2X"":1868,""pos2Y"":1077}"
225284,51995,"vlcsnap-2023-04-21-10h15m43s013.jpg","juliabraga",0,"","2024-04-29 08:08:06","2024-04-29 08:08:28","Amphipode","rectangle","{""pos1X"":1611,""pos1Y"":599,""pos2X"":1746,""pos2Y"":743}"
225284,51995,"vlcsnap-2023-04-21-10h15m43s013.jpg","juliabraga",0,"","2024-04-29 08:08:06","2024-04-29 08:08:28","Posidonie","rectangle","{""pos1X"":933,""pos1Y"":576,""pos2X"":1328,""pos2Y"":413}"
225285,52083,"vlcsnap-2023-07-03-10h55m46s954.jpg","juliabraga",0,"","2024-04-29 08:08:58","2024-04-29 08:09:09","Posidonie","rectangle","{""pos1X"":859,""pos1Y"":1787,""pos2X"":1769,""pos2Y"":2149}"
225286,51944,"XNP-6040H 20230421 094552.jpg","juliabraga",0,"","2024-04-29 08:09:28","2024-04-29 08:09:58","Poisson 4","rectangle","{""pos1X"":827,""pos1Y"":513,""pos2X"":1045,""pos2Y"":641}"
225286,51944,"XNP-6040H 20230421 094552.jpg","juliabraga",0,"","2024-04-29 08:09:28","2024-04-29 08:09:58","Posidonie","rectangle","{""pos1X"":253,""pos1Y"":964,""pos2X"":532,""pos2Y"":861}"
225287,51971,"XNP-6040H 20230623 160051.jpg","juliabraga",0,"","2024-04-29 08:10:11","2024-04-29 08:10:54","Amphipode","rectangle","{""pos1X"":1655,""pos1Y"":195,""pos2X"":1711,""pos2Y"":265}"
225287,51971,"XNP-6040H 20230623 160051.jpg","juliabraga",0,"","2024-04-29 08:10:11","2024-04-29 08:10:54","Amphipode","rectangle","{""pos1X"":388,""pos1Y"":1022,""pos2X"":469,""pos2Y"":1073}"
225287,51971,"XNP-6040H 20230623 160051.jpg","juliabraga",0,"","2024-04-29 08:10:11","2024-04-29 08:10:54","Poisson 3","rectangle","{""pos1X"":446,""pos1Y"":84,""pos2X"":1242,""pos2Y"":585}"
225288,52031,"vlcsnap-2023-05-12-18h13m50s517.jpg","juliabraga",0,"","2024-04-29 08:11:06","2024-04-29 08:11:36","Crinoide","rectangle","{""pos1X"":1659,""pos1Y"":1186,""pos2X"":1766,""pos2Y"":1265}"
225289,51997,"vlcsnap-2023-04-22-00h29m23s276.jpg","juliabraga",0,"","2024-04-29 08:11:33","2024-04-29 08:12:00","Concombre de mer","rectangle","{""pos1X"":1291,""pos1Y"":232,""pos2X"":1407,""pos2Y"":325}"
225289,51997,"vlcsnap-2023-04-22-00h29m23s276.jpg","juliabraga",0,"","2024-04-29 08:11:33","2024-04-29 08:12:00","Posidonie","rectangle","{""pos1X"":1880,""pos1Y"":1123,""pos2X"":2279,""pos2Y"":994}"
225290,52108,"vlcsnap-2023-11-09-16h12m13s645.jpg","juliabraga",0,"","2024-04-29 08:11:55","2024-04-29 08:12:16","Crinoide","rectangle","{""pos1X"":1017,""pos1Y"":938,""pos2X"":1356,""pos2Y"":1221}"
225290,52108,"vlcsnap-2023-11-09-16h12m13s645.jpg","juliabraga",0,"","2024-04-29 08:11:55","2024-04-29 08:12:16","Posidonie","rectangle","{""pos1X"":2841,""pos1Y"":279,""pos2X"":3296,""pos2Y"":432}"
225291,52050,"vlcsnap-2023-05-15-17h38m38s638.jpg","juliabraga",0,"","2024-04-29 08:12:26","2024-04-29 08:12:57","Poisson 4","rectangle","{""pos1X"":802,""pos1Y"":348,""pos2X"":964,""pos2Y"":441}"
225291,52050,"vlcsnap-2023-05-15-17h38m38s638.jpg","juliabraga",0,"","2024-04-29 08:12:26","2024-04-29 08:12:57","Posidonie","rectangle","{""pos1X"":1609,""pos1Y"":513,""pos2X"":1926,""pos2Y"":574}"
225292,52025,"vlcsnap-2023-05-11-12h56m13s348.jpg","juliabraga",0,"","2024-04-29 08:12:53","2024-04-29 08:13:20","Concombre de mer","rectangle","{""pos1X"":1302,""pos1Y"":319,""pos2X"":1369,""pos2Y"":360}"
225292,52025,"vlcsnap-2023-05-11-12h56m13s348.jpg","juliabraga",0,"","2024-04-29 08:12:53","2024-04-29 08:13:20","Concombre de mer","rectangle","{""pos1X"":765,""pos1Y"":1205,""pos2X"":886,""pos2Y"":1274}"
225292,52025,"vlcsnap-2023-05-11-12h56m13s348.jpg","juliabraga",0,"","2024-04-29 08:12:53","2024-04-29 08:13:20","Concombre de mer","rectangle","{""pos1X"":789,""pos1Y"":566,""pos2X"":914,""pos2Y"":611}"
225292,52025,"vlcsnap-2023-05-11-12h56m13s348.jpg","juliabraga",0,"","2024-04-29 08:12:53","2024-04-29 08:13:20","Crevette","rectangle","{""pos1X"":2517,""pos1Y"":867,""pos2X"":2697,""pos2Y"":968}"
225293,52009,"vlcsnap-2023-04-28-18h08m59s356.jpg","juliabraga",0,"","2024-04-29 08:14:14","2024-04-29 08:15:34","Concombre de mer","rectangle","{""pos1X"":2390,""pos1Y"":1011,""pos2X"":2438,""pos2Y"":1056}"
225293,52009,"vlcsnap-2023-04-28-18h08m59s356.jpg","juliabraga",0,"","2024-04-29 08:14:14","2024-04-29 08:15:34","Poisson 3","rectangle","{""pos1X"":2297,""pos1Y"":1074,""pos2X"":2615,""pos2Y"":1249}"
225293,52009,"vlcsnap-2023-04-28-18h08m59s356.jpg","juliabraga",0,"","2024-04-29 08:14:14","2024-04-29 08:15:34","Posidonie","rectangle","{""pos1X"":925,""pos1Y"":1539,""pos2X"":1334,""pos2Y"":1313}"
225294,52104,"vlcsnap-2023-11-09-16h11m24s518.jpg","juliabraga",0,"","2024-04-29 08:14:42","2024-04-29 08:15:10","Concombre de mer","rectangle","{""pos1X"":3245,""pos1Y"":515,""pos2X"":3459,""pos2Y"":645}"
225294,52104,"vlcsnap-2023-11-09-16h11m24s518.jpg","juliabraga",0,"","2024-04-29 08:14:42","2024-04-29 08:15:10","Crinoide","rectangle","{""pos1X"":1253,""pos1Y"":956,""pos2X"":1490,""pos2Y"":1147}"
225294,52104,"vlcsnap-2023-11-09-16h11m24s518.jpg","juliabraga",0,"","2024-04-29 08:14:42","2024-04-29 08:15:10","Posidonie","rectangle","{""pos1X"":2558,""pos1Y"":474,""pos2X"":3004,""pos2Y"":580}"
225295,51963,"XNP-6040H 20230504 125733.jpg","juliabraga",0,"","2024-04-29 08:15:02","2024-04-29 08:15:22","Concombre de mer","rectangle","{""pos1X"":1575,""pos1Y"":536,""pos2X"":1616,""pos2Y"":561}"
225296,52079,"vlcsnap-2023-06-07-17h13m35s568.jpg","juliabraga",0,"","2024-04-29 08:15:13","2024-04-29 08:15:23","Echinoderme","rectangle","{""pos1X"":1815,""pos1Y"":915,""pos2X"":2126,""pos2Y"":1198}"
225297,52110,"vlcsnap-2023-11-09-16h45m59s167.jpg","juliabraga",0,"","2024-04-29 08:15:42","2024-04-29 08:16:10","Crinoide","rectangle","{""pos1X"":1242,""pos1Y"":1144,""pos2X"":1544,""pos2Y"":1282}"
225297,52110,"vlcsnap-2023-11-09-16h45m59s167.jpg","juliabraga",0,"","2024-04-29 08:15:42","2024-04-29 08:16:10","Posidonie","rectangle","{""pos1X"":2295,""pos1Y"":764,""pos2X"":2587,""pos2Y"":815}"
225298,51953,"XNP-6040H 20230428 143825.jpg","juliabraga",0,"","2024-04-29 08:16:10","2024-04-29 08:16:37","Amphipode","rectangle","{""pos1X"":519,""pos1Y"":443,""pos2X"":560,""pos2Y"":498}"
225298,51953,"XNP-6040H 20230428 143825.jpg","juliabraga",0,"","2024-04-29 08:16:10","2024-04-29 08:16:37","Posidonie","rectangle","{""pos1X"":1536,""pos1Y"":737,""pos2X"":1654,""pos2Y"":759}"
225298,51953,"XNP-6040H 20230428 143825.jpg","juliabraga",0,"","2024-04-29 08:16:10","2024-04-29 08:16:37","Posidonie","rectangle","{""pos1X"":594,""pos1Y"":419,""pos2X"":654,""pos2Y"":438}"
225299,51945,"XNP-6040H 20230422 003053.jpg","juliabraga",0,"","2024-04-29 08:16:43","2024-04-29 08:17:16","Concombre de mer","rectangle","{""pos1X"":807,""pos1Y"":180,""pos2X"":830,""pos2Y"":152}"
225299,51945,"XNP-6040H 20230422 003053.jpg","juliabraga",0,"","2024-04-29 08:16:43","2024-04-29 08:17:16","Posidonie","rectangle","{""pos1X"":1077,""pos1Y"":448,""pos2X"":1284,""pos2Y"":381}"
225299,51945,"XNP-6040H 20230422 003053.jpg","juliabraga",0,"","2024-04-29 08:16:43","2024-04-29 08:17:16","Posidonie","rectangle","{""pos1X"":482,""pos1Y"":338,""pos2X"":553,""pos2Y"":296}"
225299,51945,"XNP-6040H 20230422 003053.jpg","juliabraga",0,"","2024-04-29 08:16:43","2024-04-29 08:17:16","Requin","rectangle","{""pos1X"":1614,""pos1Y"":743,""pos2X"":1254,""pos2Y"":355}"
225300,51982,"vlcsnap-2023-04-19-16h27m43s052.jpg","juliabraga",0,"","2024-04-29 08:17:06","2024-04-29 08:17:29","Poisson 3","rectangle","{""pos1X"":3607,""pos1Y"":534,""pos2X"":2581,""pos2Y"":5}"
225300,51982,"vlcsnap-2023-04-19-16h27m43s052.jpg","juliabraga",0,"","2024-04-29 08:17:06","2024-04-29 08:17:29","Posidonie","rectangle","{""pos1X"":2674,""pos1Y"":1630,""pos2X"":3208,""pos2Y"":1806}"
225301,52021,"vlcsnap-2023-05-10-23h35m45s233.jpg","juliabraga",0,"","2024-04-29 08:17:16","2024-04-29 08:17:25",NULL,NULL,NULL
225302,52066,"vlcsnap-2023-05-20-20h24m31s162.jpg","juliabraga",0,"","2024-04-29 08:17:38","2024-04-29 08:18:00","Concombre de mer","rectangle","{""pos1X"":244,""pos1Y"":1817,""pos2X"":356,""pos2Y"":1892}"
225302,52066,"vlcsnap-2023-05-20-20h24m31s162.jpg","juliabraga",0,"","2024-04-29 08:17:38","2024-04-29 08:18:00","Crevette","rectangle","{""pos1X"":3208,""pos1Y"":1194,""pos2X"":3433,""pos2Y"":1321}"
225303,51973,"XNP-6040H 20230623 160434.jpg","juliabraga",0,"","2024-04-29 08:18:04","2024-04-29 08:18:29","Amphipode","rectangle","{""pos1X"":476,""pos1Y"":641,""pos2X"":560,""pos2Y"":720}"
225303,51973,"XNP-6040H 20230623 160434.jpg","juliabraga",0,"","2024-04-29 08:18:04","2024-04-29 08:18:29","Poisson 3","rectangle","{""pos1X"":599,""pos1Y"":936,""pos2X"":1305,""pos2Y"":202}"
225304,52097,"vlcsnap-2023-11-08-10h20m44s472.jpg","juliabraga",0,"","2024-04-29 08:18:09","2024-04-29 08:18:13",NULL,NULL,NULL
225305,52092,"vlcsnap-2023-11-02-11h55m44s371.jpg","juliabraga",0,"","2024-04-29 08:18:37","2024-04-29 08:19:05","Concombre de mer","rectangle","{""pos1X"":1518,""pos1Y"":1138,""pos2X"":1612,""pos2Y"":1187}"
225305,52092,"vlcsnap-2023-11-02-11h55m44s371.jpg","juliabraga",0,"","2024-04-29 08:18:37","2024-04-29 08:19:05","Concombre de mer","rectangle","{""pos1X"":3324,""pos1Y"":1234,""pos2X"":3478,""pos2Y"":1313}"
225305,52092,"vlcsnap-2023-11-02-11h55m44s371.jpg","juliabraga",0,"","2024-04-29 08:18:37","2024-04-29 08:19:05","Posidonie","rectangle","{""pos1X"":2799,""pos1Y"":1170,""pos2X"":3102,""pos2Y"":1274}"
225306,52061,"vlcsnap-2023-05-19-21h48m29s474.jpg","juliabraga",0,"","2024-04-29 08:19:01","2024-04-29 08:19:24","Concombre de mer","rectangle","{""pos1X"":1207,""pos1Y"":377,""pos2X"":1340,""pos2Y"":459}"
225306,52061,"vlcsnap-2023-05-19-21h48m29s474.jpg","juliabraga",0,"","2024-04-29 08:19:01","2024-04-29 08:19:24","Concombre de mer","rectangle","{""pos1X"":1730,""pos1Y"":1128,""pos2X"":1916,""pos2Y"":1231}"
225306,52061,"vlcsnap-2023-05-19-21h48m29s474.jpg","juliabraga",0,"","2024-04-29 08:19:01","2024-04-29 08:19:24","Concombre de mer","rectangle","{""pos1X"":2865,""pos1Y"":395,""pos2X"":2948,""pos2Y"":499}"
225306,52061,"vlcsnap-2023-05-19-21h48m29s474.jpg","juliabraga",0,"","2024-04-29 08:19:01","2024-04-29 08:19:24","Crinoide","rectangle","{""pos1X"":2651,""pos1Y"":1717,""pos2X"":3149,""pos2Y"":2072}"
225307,51998,"vlcsnap-2023-04-22-00h30m05s223.jpg","juliabraga",0,"","2024-04-29 08:19:38","2024-04-29 08:20:15","Concombre de mer","rectangle","{""pos1X"":1305,""pos1Y"":246,""pos2X"":1393,""pos2Y"":330}"
225307,51998,"vlcsnap-2023-04-22-00h30m05s223.jpg","juliabraga",0,"","2024-04-29 08:19:38","2024-04-29 08:20:15","Posidonie","rectangle","{""pos1X"":1760,""pos1Y"":956,""pos2X"":2349,""pos2Y"":1165}"
225307,51998,"vlcsnap-2023-04-22-00h30m05s223.jpg","juliabraga",0,"","2024-04-29 08:19:38","2024-04-29 08:20:15","Posidonie","rectangle","{""pos1X"":423,""pos1Y"":857,""pos2X"":592,""pos2Y"":708}"
225308,52008,"vlcsnap-2023-04-24-13h08m49s070.jpg","juliabraga",0,"","2024-04-29 08:20:00","2024-04-29 08:20:21","Concombre de mer","rectangle","{""pos1X"":1100,""pos1Y"":850,""pos2X"":1277,""pos2Y"":970}"
225308,52008,"vlcsnap-2023-04-24-13h08m49s070.jpg","juliabraga",0,"","2024-04-29 08:20:00","2024-04-29 08:20:21","Concombre de mer","rectangle","{""pos1X"":3533,""pos1Y"":817,""pos2X"":3709,""pos2Y"":984}"
225308,52008,"vlcsnap-2023-04-24-13h08m49s070.jpg","juliabraga",0,"","2024-04-29 08:20:00","2024-04-29 08:20:21","Posidonie","rectangle","{""pos1X"":1931,""pos1Y"":1430,""pos2X"":2396,""pos2Y"":1597}"
225309,52099,"vlcsnap-2023-11-08-14h55m43s378.jpg","juliabraga",0,"","2024-04-29 08:20:34","2024-04-29 08:20:47","Posidonie","rectangle","{""pos1X"":14,""pos1Y"":2024,""pos2X"":371,""pos2Y"":2131}"
225310,51943,"XNP-6040H 20230421 094412.jpg","juliabraga",0,"","2024-04-29 08:20:48","2024-04-29 08:21:02","Poisson 4","rectangle","{""pos1X"":673,""pos1Y"":365,""pos2X"":1001,""pos2Y"":569}"
225310,51943,"XNP-6040H 20230421 094412.jpg","juliabraga",0,"","2024-04-29 08:20:48","2024-04-29 08:21:02","Posidonie","rectangle","{""pos1X"":35,""pos1Y"":947,""pos2X"":341,""pos2Y"":827}"
